,Central Banks,Month &,Year,Status,Timeline Description,Name of the CBDC,Type,Structure,Technology Provider,Programmability,Interoperability,Governance structure,Centralized / decentralized,DLT / non-DLT,Technology,Main motivation/goals of the CBDC,Remuneration,International access,Caps/Limits,CBDC emission amount,Offline payments,Anonymity/Privacy,Distribution,Link to announcement,Link to whitepaper,Link to site of project,Links to social networks,Description,Announcement Year,Keywords
South Africa,South African Reserve Bank,April,2022,Research,The Project Khokha 2 report focused on securities settlement system with special focus on wholesale CBDC experiments.,Khokha,Wholesale,Token,,,,,,,Quorum,,,,,,,,,https://www.resbank.co.za/en/home/publications/publication-detail-pages/media-releases/2022/Project-Khokha-2-Report-Release ,,,,,2022,
South Africa,South African Reserve Bank,February,2021,Pilot,"The Intergovernmental Fintech Working Group (IFWG) Innovation Hub announces the launch of Project Khokha 2 to explore the policy and regulatory implications of innovation in financial markets driven by distributed ledger technology (DLT). Project Khokha 2 will issue, clear and settle debentures on DLT using tokenised money in a minimum viable product (MVP) to inform policy and regulatory reflections.",Khokha,Wholesale,Token,,Yes,No,,,DLT,Quorum,,,,,,,,,,,,,,,
South Africa,South African Reserve Bank,December,2019,Proof of concept,Project Khokha 2 launched to explore the policy and regulatory implications of tokenisation in financial markets,Khokha,Wholesale,Token,,Yes,No,,,DLT,Quorum,"Project Khokha was launched to assess the performance, scalability, privacy, resilience and finality of a DLT solution under conditions as realistic as possible to those in the banking sector.",,,,,,,,"https://www.ifwg.co.za/wp-content/uploads/PK2_IFWG_PressRelease_Project_Launch.pdf
https://www.centralbanking.com/fintech/cbdc/4220501/sarb-announces-cbdc-feasibility-project
https://www.ifwg.co.za/about-us/
https://www.theglobaltreasurer.com/SARB-wants-to-test-CBDC-based-on-native-currency
https://www.bis.org/publ/qtrpdf/r_qt2003.pdf
https://www.globalgovernmentforum.com/south-africa-scouts-state-backed-digital-currency/",,https://www.ifwg.co.za/wp-content/uploads/PK2_IFWG_PressRelease_Project_Launch.pdf,,"In March 2019, before the feasibility project Khokha was announced, SARB invited bids from private companies to develop CBDC infrastructure. According to the BIS Quarterly Review, ""the scope of this project is specific to the use of a CBDC as electronic legal tender (ELT), similar to the characteristics of, and complementary to, cash.""

In planning its potential CBDC, South Africa will likely weigh security heavily, according to South Africa's Ombudsman for Banking Services, Reana Steyn, who says ""internet banking fraud continues to be the most prevalent complaint made by South African banking customers.""",,
South Africa,South African Reserve Bank,February,2016,Research,"The South Africa Reserve Bank (SARB) supposedly began exploring the use of a CBDC as early as 2016, developing a 5-year consultation on the matter.",Khokha,Wholesale,Token,,Yes,No,,,DLT,Quorum,,,,,,,,,,,,,,2016,
South Korea,Bank of Korea,November,2022,Proof of concept,"The Bank of Korea (BoK) shared the second phase results of its rCBDC simulations and has concluded that the overall performance of Ethereum-based blockchains were insufficient. When testing for scalability the BoK discovered ""limitations in real-time processing of transactions during peak times"", even when employing Layer 2 scaling solutions such as rollups. One of its tests simulated peak demand by sustaining 4,200 transactions per second (TPS) for 30 minutes - e.g. at lunchtimes or periods of payment deadlines. At that activity level, users sometimes had to wait up to a minute for a response (latency). Furthermore, the BoK has detected performance challenges regarding zero knowledge proofs (ZKP) - transactions required up to 14 seconds to settle. The BoK has also outlined its next steps which focus on the ability to integrate the simulation system to 14 commercial banks' and the Korea Financial Telecommunications & Clearings Institute's (KFTC) systems. Subsequently, the central bank is following the trend of global CBDC efforts looking into cross border capabilities.",Digital Won,Retail,,"GroundX,
Samsung Electronics, 
KPMG, Kakao Bank, 
Kakao Pay, 
S-core (digital transformation consultants), 
Kona I (prepaid cards), 
Dream Security (authentication), 
Zkrypto (zero knowledge proofs), 
OnTher (layer 2 scaling) 
and NGLE (software testing)",,,,,DLT,,,,,,,,,,https://www.ledgerinsights.com/bank-of-korea-performance-cbdc-blockchain/ ,,,,"The Bank of Korea completed the second phase of its retail central bank digital currency (CBDC) simulations in late June and today shared the results. While it was happy with some aspects of its digital won simulations, such as using CBDC for offline payments and cross border remittances, the central bank highlighted performance issues with the blockchain technology. 
",2022,
South Korea,Bank of Korea,June,2022,Proof of concept,"The Bank of Korea (BOK) reportedly wants to commence real-world testing for its prototype central bank digital currency (CBDC) with 10 domestic commercial banks in the second half of the year. Until now, the BOK CBDC work has been limited to proof-of-concept experiments, starting with basic functions such as minting, issuance, distribution, and redemption from August to December last year, and payment, digital asset transactions, and cross-border remittances from January to June this year. Now the central bank wants to know whether the prototype is compatible with various banks’ IT platforms and wants to investigate possible interoperability-related issues.",,Retail,,Ground X (Kakao),,,,,DLT,,,,,,,,,,https://www.ajunews.com/view/20220710092249390,,,,,,
South Korea,Bank of Korea,January,2022,Proof of concept,"Completed first phase of CBDC test successfully.
The first phase tested the basic functions of a CBDC including manufacturing, issuing and distribution in a simulation environment, the report said. It concluded that the CBDC “works normally” under test conditions.
Based on the results of the first phase, the report said the South Korean central bank plans to explore implementing other functions such as offline payments and adding personal information protection enhancement technologies.",,Retail,,Ground X (Kakao),,,,,DLT,,,,,,,,,,https://www.coindesk.com/policy/2022/01/24/bank-of-korea-says-first-phase-of-cbdc-test-completed-successfully/,,,,Completed first phase of CBDC testing,,
South Korea,Bank of Korea,August,2021,Proof of concept,"South Korea's central bank on 20th June named Ground X, a blockchain subsidiary of the nation's tech giant Kakao Corp as the preferred bidder for the partner position on its pilot digital currency development program.",,Retail,,Ground X (Kakao),,,,,DLT,,,,,,,,,,http://www.koreaherald.com/view.php?ud=20210720000920,,,,"The program, will be carried out in a ""virtual environment"", will consist of two stages.

The first stage, focusing on research and testing of central bank digital currencies' basic role, is scheduled to be completed by December, followed by the second stage centered on more detailed concepts, such as privacy protection. The second stage is slated to wrap up in June 2022.",,
South Korea,Bank of Korea,April,2020,Proof of concept,The Bank of Korea is planning to initiate a central bank digital currency (CBDC) experiment in August 2021. The central bank recently disclosed its proposal request form for the experiment along with the fact that Samsung SDS is the consultant for the form.,,Retail,,Samsung SDS,,,,,DLT,,Goals include more efficient and advanced payments systems and higher financial inclusion.,,,,,,,,"https://www.bok.or.kr/portal/bbs/P0000559/view.do?nttId=10062857&menuNo=200690
https://cointelegraph.com/news/south-koreas-central-bank-launches-digital-currency-pilot-program
https://blockchain.news/news/south-korea-cbdc-pilot-enter-distribution-phase-next-year
https://blockchain.news/news/bank-of-korea-speeds-up-digital-currency-researchstates-central-banks-are-driven-towards-dlt
https://www.coindesk.com/south-koreas-shinhan-bank-builds-pilot-platform-for-central-bank-digital-currency
http://www.businesskorea.co.kr/news/articleView.html?idxno=68842
https://m.koreatimes.co.kr/pages/article.asp?newsIdx=313360",,,,"The Bank of Korea announced on April 2021 that it will launch a pilot program starting in August to assess the logistics of issuing a central bank digital currency or CBDC. While the South Korean central bank has no immediate plans to introduce such a currency, the pilot scheme will ensure that it is prepared to do so in the face of changing market conditions. ",2020,
Spain,Banco de España,December,2022,Research,"The Banco de España is starting a wholesale central bank digital currency (CBDC) project, and asking financial institutions and tech providers to submit proposals for the initiative by January 31. The project will focus on (i) simulating wholesale CBDC funds transfers; (ii) testing the integration of a wholesale CBDC in the settlement of financial assets; and, arising from the above, (iii) analyzing possible pros and cons of a wholesale CBDC versus traditional processes, procedures and infrastructures.",Spain CBDC ,Wholesale,Token,,,,,,,,,,,,,,,,https://www.bde.es/f/webbde/INF/MenuHorizontal/Servicios/tokens_digitales_mayoristas/Programa_de_experimentacion.pdf,,,,,2022,
Sri Lanka,Central Bank of Sri Lanka ,October,2022,Research,"As per the regional survey conducted by IMF, Sri Lanka has plans underway to provide the authority of CBDC issuance to central banks.",,Retail,,,,,,,,,,,,,,,,,https://www.imf.org/en/Publications/fintech-notes/Issues/2022/09/27/Towards-Central-Bank-Digital-Currencies-in-Asia-and-the-Pacific-Results-of-a-Regional-Survey-523914,,,,,2022,
Sudan,Central Bank of Sudan,April ,2022,Research,Exploring CBDC,,Retail,,,,,,,,,,,,,,,,,https://www.amf.org.ae/en/content/arab-monetary-fund-releases-study-trends-issuing-central-bank-digital-currencies-cbdcs-arab,,,,,2022,
Sweden,Sveriges Riksbank,April,2023,Proof of concept,"Sweden’s Riksbank published an update on its technical work aimed at examining how an e-krona could work if a decision is taken in the future to issue central bank digital currency (CBDC). The focus during Phase 3 has been to examine how the Riksbank could interact with other actors in the payment market to give the general public access to, and the possibility to pay with, an e-krona, how conditional payments can be made and whether a digital central bank currency can simplify cross-border payments.",e-krona,Retail,Account/Token,R3 Corda,,Yes,,,DLT,,The Riksbank considers that the e-krona could also strengthen the resilience of the payment market. It would complement the supply of money and payment services from the private sector. The e-krona could ensure the preserverance of several functions of cash in a future where cash is no longer used.,,,,,,,,https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/notices/2023/how-can-the-public-access-digital-central-bank-money/,https://www.riksbank.se/globalassets/media/rapporter/e-krona/2023/e-krona-pilot-phase-3.pdf,,,,2023,
Sweden,Sveriges Riksbank,March,2023,Proof of concept,"The Sveriges Riksbank has concluded that the case for an e-krona is not yet strong enough. They confirm that bank deposits are still garantueed if  anything happens to the banks, and banks are also heavily supervised under a rigorous regulatory  framework. However, the report recommended Sveriges Riksbank continue to study CBDC and return  to Sweden’s parliament in 2024 with new proposals, if warranted. The report acknowledged that “too  many people are stuck outside the digital system” and suggested pressuring banks to offer “low-risk  accounts” with limited functions. ",e-krona,Retail,Account/Token,R3 Corda,,Yes,,,DLT,,The Riksbank considers that the e-krona could also strengthen the resilience of the payment market. It would complement the supply of money and payment services from the private sector. The e-krona could ensure the preserverance of several functions of cash in a future where cash is no longer used.,,,,,,,,https://betalningsutredningen.se/wp-content/uploads/2023/03/sou-2023_16_webb_pdf_a.pdf,,,,,2023,
Sweden,Sveriges Riksbank,January,2023,Proof of concept,"Sveriges Riksbank published an article by Governor Stefan Ingves and his colleagues arguing that the central bank should issue a retail central bank digital currency (#CBDC) within the next few years. They say that an e-krona is necessary to ensure that money issued by the state is still to be widely available to the public, and that future payment systems work well in a global digital world.",e-krona,Retail,Account/Token,R3 Corda,,Yes,,,DLT,,The Riksbank considers that the e-krona could also strengthen the resilience of the payment market. It would complement the supply of money and payment services from the private sector. The e-krona could ensure the preserverance of several functions of cash in a future where cash is no longer used.,,,,,,,,https://www.riksbank.se/globalassets/media/rapporter/pov/artiklar/engelska/2022/221216/2022_2-what-is-money-and-what-is-the-role-of-the-state-in-the-payments-market.pdf,,,,,2022,
Sweden,Sveriges Riksbank,February,2022,Proof of concept,,,,Account/Token,R3 Corda,,Yes,,,DLT,,The Riksbank considers that the e-krona could also strengthen the resilience of the payment market. It would complement the supply of money and payment services from the private sector. The e-krona could ensure the preserverance of several functions of cash in a future where cash is no longer used.,,,,,,,,,,,,,,
Sweden,Sveriges Riksbank,December,2022,Proof of concept,"The Riksbank is continuing to investigate the possibility of issuing a digital complement to cash, known as the e-krona. This would preserve public access to government-issued money even if cash were to be marginalised further. In addition, the e-krona could strengthen the resilience of the payments market. No decision has yet been taken to issue an e-krona.",e-krona,Retail,Account/Token,R3 Corda,,Yes,,,DLT,,The Riksbank considers that the e-krona could also strengthen the resilience of the payment market. It would complement the supply of money and payment services from the private sector. The e-krona could ensure the preserverance of several functions of cash in a future where cash is no longer used.,,,,,,,,https://www.riksbank.se/en-gb/payments--cash/payments-in-sweden/payments-report-2022/the-riksbanks-work-and-policy/the-riksbank-is-making-preparations-for-a-possible-e-krona-/,,,,,2022,
Sweden,Sveriges Riksbank,February,2020,Proof of concept,"The proof of concept is scheduled to be conducted by February 2021, but there is an option to extend the assignment for up to seven years, pending results. ",e-krona,Retail,Account/Token,R3 Corda,,Yes,,,DLT,,The main goal of the e-krona is to counteract the declining use of cash and increase financial stability.,No,,,,,,Two-tiered distribution,"https://www.riksbank.se/en-gb/press-and-published/notices-and-press-releases/press-releases/2019/the-riksbank-proposes-a-review-of-the-concept-of-legal-tender/
https://www.centralbanking.com/fintech/cbdc/4732686/swedish-central-bank-will-test-dlt-based-digital-currency-prototype",,,,"Sweden is one of the lowest cash-usage countries in the world, which has allowed the country to more easily develop the e-Krona. The Swedish Riksbank is running a digital currency pilot from February 2020 to February 2021.",,
Sweden,Sveriges Riksbank,September,2017,Research,"Phase 1 was initiated in Q1 2017, when the project group developed an e-Krona action plan.
The project group released an interim report in September 2017 outlining two feasible e-Krona models.
In December 2017, the Riksbank kicked off Phase 2 of the e-Krona concept. Using the Phase 1 interim report as a foundation, the project aimed to create a governance and management structure for an e-Krona system.
In October 2018, the Riksbank published its second interim e-Krona project report, discussing the requirements for the potential CBDC design.",e-krona,Retail,Account/Token,R3 Corda,,Yes,,,DLT,,,,,,,,,,,,,,,2017,
Switzerland,Swiss National Bank,April,2023,Research,"The Swiss National Bank (SNB) plans to continue with the wholesale central bank digital currency (CBDC) securities settlement experimentation, Project Helvetia, that was concluded in January 2022. Issuance and settlement of tokenized securities with wholesale CBDC had been tested on the SIX Digital Exchange (SDX). In the next phase, the SNB plans to issue a wholesale CBDC on SDX and test selected transactions with market participants. They will also test the use of “synthetic” wholesale CBDC (privately-issued stablecoins backed by SNB deposits) in a similar context. The SNB will also experiment with the processing of tokenized securities in which the payment leg is synchronized via a link to the Swiss Interbank Clearing (SIC) real-time gross settlement (RTGS) system, which was also tested in the first phase of Project Helvetia. Such synchronization turned out to be technically possible but clunky compared to integrated processing, since the distributed ledger technology (DLT) functionalities had been restricted. The new project will try to minimize the clunkiness by making adjustments to the SIC system or to the link itself.",Helvetia,Wholesale,Account,R3 Corda,,,,,DLT,,SNB looked at using central bank digital currencies (CBDCs) for so-called wholesale transactions between financial institutions to make trading assets on a planned SIX exchange that will specialise in digital versions of conventional assets more efficient.,,,,,,,,https://www.snb.ch/en/mmr/speeches/id/ref_20230330_amrtmo,,,,SNB is engaged in exploring an institutional or wholesale digital currency. Swiss National Bank says more research is needed. Next stage of research due to be completed by Q3 2021.,2023,
Switzerland,Swiss National Bank,December,2021,Research,Project Jura explores the direct transfer of euro and Swiss franc wholesale central bank digital currencies (wCBDCs) between French and Swiss commercial banks on a single DLT platform operated by a third party. Tokenised asset and foreign exchange trades are settled safely and efficiently using payment versus payment (PvP) and delivery versus payment (DvP) mechanisms. ,Jura,Wholesale,Token,R3 Corda ,,,,,DLT,,,,,,,,,,https://www.bis.org/about/bisih/topics/cbdc/jura.htm ,,,,,,
Switzerland,Swiss National Bank,December,2019,Research,,e-franc,Retail,,,,,,,,,,,,,,,,,"https://www.efd.admin.ch/efd/en/home/dokumentation/nsb-news_list.msg-id-77527.html
https://www.ledgerinsights.com/switzerland-digital-currency-federal-council-cbdc/",https://www.snb.ch/en/mmr/papers/id/working_paper_2021_03,,,"Switzerland: In December 2019, the Federal Council published a report on the benefits and risks of a central bank digital currency e-franc. In their findings the Federal Council concluded a ""universally accessible central bank digital currency would bring no additional benefits for Switzerland at present"". Rather, they believe that the issuance of a digital currency would introduce new risks that could jeopardize financial stability. The report was a response to the Wermuth postulate (18.3159), which was submitted in March 2018.",2019,
Switzerland,Swiss National Bank,December,2020,Research,SNB is engaged in exploring an institutional or wholesale digital currency with the SIX Digital Exchange and the Bank for International Settlements (BIS).,Helvetia,Wholesale,Account,,,,,,DLT,,SNB looked at using central bank digital currencies (CBDCs) for so-called wholesale transactions between financial institutions to make trading assets on a planned SIX exchange that will specialise in digital versions of conventional assets more efficient.,,,,,,,,"https://www.reuters.com/article/swiss-snb-currency-digital-idUSZ8N2FE01J
https://www.ledgerinsights.com/switzerland-digital-currency-federal-council-cbdc/",,,,SNB is engaged in exploring an institutional or wholesale digital currency. Swiss National Bank says more research is needed. Next stage of research due to be completed by Q3 2021.,2020,
Taiwan,The Central Bank of Taiwan,June,2022,Proof of concept,"Taiwan has completed trials of its prototype retail central bank digital currency (CBDC) in technical simulations. Taiwan started to study and test a retail CBDC in September 2020, and the central bank has engaged with at least Taiwanese five commercial banks in the proof-of-concept (POC) work. Next steps are to educate the public on purported benefits, draw up regulations and put in place a sound legal framework, before proceeding to a public pilot.",,,,,,,,,,,,,,,,,,,https://forkast.news/headlines/taiwan-trials-prototype-cbdc-retail-use/,,,,,,
Taiwan,The Central Bank of Taiwan,March,2022,Proof of concept,"Taiwan is reportedly looking to complete trials of its prototype central bank digital currency (CBDC) by the third quarter of 2022. Its most recent design is a two-tier system that allows consumers to exchange bank deposits with digital currency. In addition, the CBDC can also be linked to credit and debit cards and will be legal tender.",,,,,,,,,,,,,,,,,,,https://www.pymnts.com/cbdc/2022/taiwan-to-debut-retail-cbdc-by-september/,,,,,,
Taiwan,The Central Bank of Taiwan,June,2020,Research,"By contrast, the president of Taiwan's central bank, Yang Jinlong, recently advocated that financial institutions adopt a cautious approach regarding the central bank-issued digital currency.

During the Finance Technology Ecology Summit, Mr. Jinlong stated: ""The financial authorities should be cautious about issuing central bank digital currency (CBDC). We will continue to pay attention to this issue, as well as the development of virtual currency, which may also drive out the debating topic of whether the central bank should issue CBDC. At present, the international consensus towards CBDC is that the general CBDC to the general public should be treated with cautious because of the complexity of issues involved, including the technology, security, policies, and user privacy protection issues.""",,"Retail,Wholesale",,,,,,,,,,,,,,,,,"https://www.cbc.gov.tw/tw/cp-302-114966-67300-1.html
https://news.bitcoin.com/regulations-round-up-central-bank-issued-digital-currencies-regulatory-clarity/",,,,"Taiwan: In a press release in June 2020 following the Board of Governors meeting, the Central Bank of Taiwan noted that the focus for CBDC has shifted from wholesale to retail applications recently in many countries and that it plans to approach CBDC research in phases: starting with retail CBDC in the first half of 2020 and moving to wholesale CBDC in the third quarter of 2020.

The Central Bank of Taiwan has established a working group, in partnership with academic institutions, to explore the technical viability of a DLT-based retail CBDC. It also plans to work with private partners to research a two-tiered wholesale CBDC.",2020,
Tanzania,Bank of Tanzania,January,2023,Research,"The Bank of Tanzania is working toward a “phased, cautious and risk-based” introduction of a central bank digital currency (CBDC). The central bank will “continue to monitor, research and collaborate with stakeholders, including other central banks, in the efforts to arrive at a suitable and appropriate use and technology for issuance of Tanzanian shillings in digital form”. It is exploring both retail and wholesale CBDC.",Tanzania CBDC ,"Retail,Wholesale",,,,,,,,,"The key considerations during this research stage involve choosing a suitable approach to CBDC adoption based on Tanzania context. This includes type of CBDC to be issued (wholesale, retail or both), models for issuance and management (direct, indirect, or hybrid), form of CBDC (token-based or account-based), instrument design (remunerated or non-remunerated) and degree of anonymity or traceability. Particular attention is also paid on risks and controls associated with issuance, distribution, counterfeit and usage of currencies.",,,,,,,,https://www.bot.go.tz/Adverts/PressRelease/en/2023011413181519.pdf,,,,,2023,
Tanzania,Bank of Tanzania,November,2021,Research,"Governor Florens Luoga has reportedly revealed that the Bank of Tanzania has begun CBDC launch preparations, to ""ensure that our country is not left behind the adoption of central bank digital currencies"". As part of preparations the Bank is strengthening the capacity of its officials on digital currencies and expanding research.",Tanzania CBDC ,Retail,,,,,,,,,,,,,,,,,https://www.bnnbloomberg.ca/fomo-drives-tanzanian-central-bank-to-plan-own-digital-currency-1.1687479,,,,"Tanzania plans to introduce its own digital money, following similar decisions in several emerging markets including Nigeria, which was the first to make the move in Africa.",2021,
Thailand ,Bank of Thailand,July,2019,Proof of concept,"Two areas of interest were explored, the first is the
tokenisation of BOT-issued debt instruments on a
distributed ledger to achieve their life-cycle activities
and delivery-versus-payment settlement. The
second is the incorporation of regulatory compliance
and data reconciliation functionalities into the
payment process on a distributed ledger, so as to
improve process efficiency and mitigate operational
and compliance risks.",Thailand CBDC,Wholesale,Token,R3 Corda ,,,,,,,,,,,,,,,https://www.bot.or.th/English/FinancialMarkets/ProjectInthanon/Documents/Inthanon_Phase2_Report.pdff ,,,,,2019,
Thailand,Bank of Thailand,September,2019,Proof of concept,Report on the Project Intathon phase 1 focussed on Domestic Payments System Focused Wholesale CBDC Experiments. Inthanon Phase I aims to develop a proof-of-concept for a decentralised Real Time Gross Settlement system (RTGS) using tokenised Thai Baht on a distributed ledger. The proof-of-concept is expected to deliver key RTGS functionalities while demonstrating the distinctive benefits of DLT such as resiliency and privacy. ,Thailand CBDC,Wholesale,Token,,,,,,,,,,,,,,,,https://www.bot.or.th/English/FinancialMarkets/ProjectInthanon/Documents/Inthanon_Phase1_Report.pdf,,,,,2019,
Thailand,Bank of Thailand,August,2022,Proof of concept,"The Bank of Thailand (BoT) is extending the scope of retail CBDC development by starting a pilot study. It will adopt tech developed by Giesecke & Devrient and is expected to run from the end of 2022 to mid-2023. However, the BoT emphasized that the purpose of the pilot is to access the suitability of the technology and CBDC design, and at present it does not have plans to issue retail CBDC until thoroughly considering benefits and associated risks for the financial system.",,Retail ,Token,Giesecke+Devrient (G+D),,,,,,,BoT is extending the scope of CBDC to pilot study with Giesecke+Devrient (G+D).,,,,,,,,"https://www.gi-de.com/en/payment/central-bank-digital-currencies
https://www.bot.or.th/English/PressandSpeeches/Press/2022/Pages/n3965.aspx ",,,,,2022,
Thailand,Bank of Thailand,June,2021,Proof of concept,The Bank of Thailand announed that it has hired Giesecke+Devrient (G+D) to develop a central bank digital currency pilot. The testing is expected to start in late 2022.,,Retail,Token,Giesecke+Devrient (G+D),,,,,Non-DLT,Filia,"The BOT's main objective in exploring Retail CBDC is aimed at providing citizens with access to more convenient and secure financial services. In addition, the development of a Retail CBDC will support a technology-led future that is efficient and cost-effective, and contribute to the development of more diverse and innovative financial services.",,,,,,,,"https://www.coindesk.com/thailand-bank-central-digital-currencies-gieseckedevrient https://www.bot.or.th/Thai/DigitalCurrency/Documents/BOT_RetailCBDCPaper.pdf

https://www.bot.or.th/English/PressandSpeeches/Press/2021/Pages/n2164.aspx
https://www.bot.or.th/English/PressandSpeeches/Press/2021/Pages/n6064.aspx

https://www.bot.or.th/English/PressandSpeeches/Press/2021/Pages/n6064.aspx",,,, ,2021,
Thailand,Bank of Thailand,January,2020,Proof of concept,"The Bank of Thailand (BOT ) announced the outcomes of the project in report in Q1 2021. It says ""our test results demonstrate that DLT can increase payment efficiency for businesses by allowing users to set various conditions on the CBDC (programmable money) to enhance flexibility in handling business activities. Our experiments include setting conditions for payments to be made as specified in invoices in supply chain financing and setting conditions to enhance efficiency in cash management. However, it is worth noting that the usage of DLT in our prototype has some limitations, particularly in supporting large transaction volumes and preserving transaction privacy. Resolving these issues through technology development or system design will need to be explored further.",Ithanon-LionRock,Wholesale,Token,"R3 Corda, ConsenSys",Yes,Yes,,,DLT,,,,,,,,,,"https://www.hkma.gov.hk/eng/news-and-media/press-releases/2020/01/20200122-4/
https://www.bot.or.th/English/FinancialMarkets/ProjectInthanon/Documents/20210308_CBDC.pdf",,,,"The two authorities - The Hong Kong Monetary Authority (HKMA) and the Bank of Thailand (BOT) -- agreed to proceed with further joint research work in relevant areas, including exploring business cases and connections to other platforms, involving participation of banks and other relevant parties in cross-border funds transfer trials.",,
Tonga,National Reserve Bank of Tonga (NRBT),July,2021,Research,"In July 2021, four Pacific Islands countries (Fiji, the Solomon Islands, Tonga, and Vanuatu) started investigating the potential benefits and challenges of introducing a CBDC in collaboration with Soramitsu.",,,,Soramitsu,,,,,,,"The purpose of this study is to chart a path for the Pacific Island countries into the age of digital finance. It will systematically investigate financial infrastructures in four countries: Fiji, Solomon Islands, Tonga, and Vanuatu. In addition to assessing current procedures for wholesale settlements (i.e., between financial institutions) and cash-based and cashless retail settlements (e.g., between end users), SORAMITSU will evaluate the potential risks and benefits of introducing central bank digital currencies (CBDCs) and other novel digital assets.",,,,,,,,https://soramitsu.co.jp/digital-currency-oceania/,,,,,2021,
Trinidad and Tobago,Central Bank of Trinidad and Tobago,March,2022,Research,The Central Bank of Trinidad and Tobago reportedly hopes to make a decision on a possible CBDC pilot by mid-year. ,,Retail,,,,,,,,,"Focus is on improving the payments system, by promoting more widespread, safe and efficient electronic financial transactions.",,,,,,,,https://trinidadexpress.com/newsextra/central-bank-on-cryptocurrencies-no-restrictions-on-purchases/article_f63b844a-9814-11ec-b6dd-eba4fb498a14.html,,,,,2022,
Trinidad and Tobago,Central Bank of Trinidad and Tobago,March,2021,Research,,,Retail,,,,,,,,,,,,,,,,,https://central-bank.org.tt/sites/default/files/latest-news/strategic-project-implementation-yr5-hy1-march-2021.pdf,,,,,2021,
Trinidad and Tobago,Central Bank of Trinidad and Tobago,November,2020,Cancelled,,,"Retail,Wholesale",,,,,,,,,,,,,,,,,https://www.central-bank.org.tt/sites/default/files/page-file-uploads/5a-cb-statement-on-financial-technology-and-vrtual-currencies.PDF,,,,"While the Central Bank of Trinidad and Tobago welcomes financial technology developments and believes that they can improve financial stability; as of November 2018, the bank does not view the development of a digital currency as a priority.",2020,
Tunisia,Central Bank of Tunisia,November,2019,Research,"As part of its reflection on the digitization of the economy and means of payment, the BCT is currently at the stage of studying all existing alternatives, among others, the CBDC (Central Bank Digital Currency). However, this alternative is still in the reflection phase.",e-Dinar,Retail,,,,,,,,,,,,,,,,,"https://www.bct.gov.tn/bct/siteprod/actualites.jsp?id=638
https://www.amf.org.ae/en/content/arab-monetary-fund-releases-study-trends-issuing-central-bank-digital-currencies-cbdcs-arab",,,,,2019,
Tunisia,Central Bank of Tunisia,November,2019,Cancelled,,e-Dinar,"Retail,Wholesale",,Universa,,,,,,,,,,,,,,,"https://www.ledgerinsights.com/tunisia-issues-central-bank-digital-currency/

https://cointelegraph.com/news/tunisia-denies-cbdc-reports-here-is-how-the-false-news-spread",,,,,2019,
Turkey,Central Bank of the Republic of Turkey,January,2023,Proof of concept,"The Central Bank of the Republic of Turkey (CBRT) provided an update on the proof-of-concept phase of its Digital Turkish Lira Project. Payment transactions were successfully executed on the Digital Turkish Lira Network, and in the first quarter of 2023, closed-circuit tests will be carried out with technology stakeholders. The findings obtained from the tests will be shared with the public in a comprehensive evaluation report. The tests will then be expanded later in 2023 to include selected banks and financial technology companies, followed by broad participation pilot tests. Tests will include checking out how distributed ledger technology (DLT) based platforms will integrate with existing payment ecosystems. Also, throughout 2023, priority will be given to the legal framework and building out digital identification infrastructure. ",Digital Lira,Retail,,,,,,,,,,,,,,,,,https://www.tcmb.gov.tr/wps/wcm/connect/EN/TCMB+EN/Main+Menu/Announcements/Press+Releases/2022/ANO2022-55,,,,,2023,
Turkey,Central Bank of the Republic of Turkey,November,2022,Proof of concept,"According to Turkey’s Presidential Annual Program for 2023, the Central Bank of Turkey will start piloting a central bank digital currency (CBDC) in 2023. ",Digital Lira,Retail,,,,,,,,,,,,,,,,,https://www.sbb.gov.tr/2023-merkezi-yonetim-butce-kanunu-teklifi-ve-bagli-cetveller-2023-butce-gerekcesi/,,,,,2022,
Turkey,Central Bank of the Republic of Turkey,September,2021,Proof of concept,"As part of the Central Bank Digital Turkish Lira Research and Development (R&D) Project, the process that started with the completion of the proof of concept now moves on to the next stage with the participation of technology stakeholders. The CBRT has signed bilateral memorandums of understanding with ASELSAN, HAVELSAN and TUBITAK-BILGEM, and established the ""Digital Turkish Lira Collaboration Platform"". In the light of the findings of the first phase, which involves preliminary testing of strategic and critical technologies related to the project, the plan is to expand the platform with the involvement of new participants.",Digital lira,Retail,,,,,,,,,,,,,,,,,https://www.tcmb.gov.tr/wps/wcm/connect/42756019-bc96-4828-822d-b52ce396eded/ANO2021-40.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-42756019-bc96-4828-822d-b52ce396eded-nLF93ki,,,,"For the first phase of the pilot study, the CBRT will develop a prototype ""Digital Turkish Lira Network"" and run limited closed-circuit pilot tests with technology stakeholders. Based on the results of those tests, the CBRT will unveil advanced phases of the pilot study that will reflect a broader participation. The CBRT also plans to carry out tests that may diversify the coverage of the Digital Turkish Lira R&D Project into areas such as blockchain technology, the use of distributed ledgers in payment systems, and integration with instant payment systems. The results of the first phase will be announced in 2022 after the tests are completed",2021,
